customer_id,age,gender,city,segment
435,25,Male,Shymkent,mass
436,63,Female,Shymkent,premium
437,33,Female,Shymkent,premium
438,31,Female,Shymkent,mass
439,29,Male,Astana,mass
440,68,Male,Shymkent,premium
441,40,Male,Astana,mass
442,32,Male,Shymkent,mass
443,45,Female,Astana,mass
444,51,Female,Almaty,premium
445,19,Female,Astana,mass
446,49,Male,Astana,premium
447,40,Female,Shymkent,premium
448,39,Male,Astana,mass
449,68,Female,Almaty,mass
450,42,Male,Almaty,mass
451,39,Male,Shymkent,mass
452,39,Female,Almaty,mass
453,66,Female,Astana,mass
454,69,Female,Almaty,mass
455,59,Female,Shymkent,premium
456,23,Male,Astana,mass
457,32,Female,Shymkent,mass
458,60,Female,Astana,mass
459,54,Female,Almaty,mass
460,50,Male,Shymkent,mass
461,25,Male,Shymkent,mass
462,61,Female,Astana,mass
463,61,Male,Shymkent,mass
464,22,Female,Astana,mass
465,56,Male,Astana,mass
466,21,Male,Astana,mass
467,23,Male,Astana,premium
468,62,Male,Almaty,mass
469,49,Female,Astana,mass
470,69,Female,Shymkent,mass
471,47,Female,Almaty,mass
472,64,Male,Shymkent,mass
473,52,Female,Almaty,mass
474,57,Female,Astana,mass
475,69,Female,Almaty,mass
476,33,Male,Almaty,mass
477,30,Male,Shymkent,mass
478,67,Male,Shymkent,mass
479,59,Female,Astana,premium
480,47,Female,Almaty,mass
481,36,Female,Almaty,mass
482,34,Male,Almaty,mass
483,36,Male,Astana,mass
484,45,Female,Astana,mass
485,43,Male,Astana,mass
486,54,Male,Astana,mass
487,43,Male,Astana,mass
488,40,Male,Shymkent,mass
489,26,Female,Almaty,mass
490,29,Male,Almaty,mass
491,18,Male,Almaty,mass
492,18,Male,Almaty,mass
493,64,Male,Almaty,premium
494,51,Female,Almaty,mass
495,49,Female,Almaty,mass
496,65,Male,Almaty,mass
497,42,Male,Shymkent,premium
498,57,Male,Almaty,mass
499,62,Male,Shymkent,mass
500,18,Male,Astana,mass
501,33,Male,Almaty,mass
502,56,Female,Astana,mass
503,22,Male,Astana,mass
504,39,Female,Astana,premium
505,46,Female,Shymkent,mass
506,20,Male,Astana,mass
507,29,Female,Astana,premium
508,43,Female,Astana,mass
509,33,Female,Almaty,mass
510,68,Female,Almaty,mass
511,54,Female,Shymkent,mass
512,39,Female,Shymkent,mass
513,46,Male,Almaty,premium
514,31,Female,Shymkent,mass
515,45,Female,Almaty,mass
516,22,Female,Astana,mass
517,64,Male,Astana,premium
518,66,Female,Shymkent,premium
519,47,Male,Almaty,premium
520,63,Female,Almaty,mass
521,69,Male,Shymkent,mass
522,22,Male,Almaty,mass
523,29,Female,Astana,mass
524,33,Female,Shymkent,mass
525,43,Male,Shymkent,mass
526,43,Female,Almaty,mass
527,65,Male,Shymkent,mass
528,38,Male,Almaty,mass
529,56,Male,Almaty,mass
530,53,Male,Almaty,mass
531,50,Male,Almaty,mass
532,47,Female,Almaty,mass
533,54,Male,Shymkent,mass
534,40,Male,Astana,mass
535,27,Female,Astana,mass
536,22,Male,Shymkent,mass
537,53,Female,Shymkent,premium
538,51,Female,Astana,mass
539,69,Female,Astana,mass
540,48,Male,Astana,mass
541,27,Male,Astana,mass
542,36,Male,Astana,mass
543,49,Female,Almaty,mass
544,18,Male,Shymkent,premium
545,22,Female,Almaty,mass
546,62,Male,Astana,premium
547,21,Female,Astana,mass
548,33,Male,Astana,mass
549,41,Male,Almaty,premium
550,33,Male,Almaty,mass
551,19,Female,Astana,mass
552,66,Female,Almaty,mass
553,45,Male,Almaty,mass
554,49,Male,Astana,mass
555,44,Female,Almaty,mass
556,37,Female,Shymkent,mass
557,41,Female,Shymkent,mass
558,29,Male,Shymkent,mass
559,67,Female,Shymkent,mass
560,52,Male,Astana,mass
561,50,Female,Astana,mass
562,50,Male,Astana,mass
563,68,Female,Shymkent,mass
564,60,Female,Shymkent,premium
565,54,Female,Almaty,mass
566,29,Female,Almaty,mass
567,20,Female,Shymkent,mass
568,18,Male,Shymkent,mass
569,50,Female,Shymkent,mass
570,57,Female,Shymkent,mass
571,27,Female,Almaty,mass
572,60,Male,Shymkent,mass
573,61,Female,Almaty,premium
574,46,Male,Shymkent,premium
575,30,Female,Shymkent,premium
576,29,Female,Shymkent,mass
577,48,Male,Almaty,mass
578,63,Female,Almaty,mass
579,19,Male,Astana,mass
580,68,Male,Shymkent,mass
581,67,Female,Astana,mass
582,52,Male,Astana,mass
583,40,Female,Almaty,mass
584,34,Female,Almaty,mass
585,43,Male,Astana,mass
586,25,Male,Shymkent,mass
587,46,Male,Almaty,premium
588,43,Male,Shymkent,mass
589,27,Female,Shymkent,mass
590,43,Female,Astana,mass
591,51,Male,Astana,mass
592,68,Female,Astana,mass
593,58,Female,Astana,mass
594,24,Female,Almaty,mass
595,21,Female,Almaty,mass
596,67,Male,Astana,mass
597,62,Male,Almaty,mass
598,28,Female,Astana,mass
599,46,Male,Shymkent,mass
600,53,Male,Shymkent,mass
601,42,Male,Shymkent,premium
602,38,Female,Astana,mass
603,53,Female,Shymkent,mass
604,27,Female,Almaty,mass
605,54,Male,Shymkent,mass
606,26,Female,Shymkent,mass
607,41,Female,Shymkent,mass
608,52,Male,Almaty,premium
609,66,Female,Astana,mass
610,52,Female,Almaty,mass
611,65,Male,Astana,mass
612,53,Male,Astana,mass
613,35,Male,Shymkent,mass
614,66,Female,Astana,mass
615,56,Female,Almaty,mass
616,49,Female,Almaty,mass
617,41,Male,Astana,mass
618,40,Male,Shymkent,premium
619,49,Female,Shymkent,mass
620,54,Female,Almaty,premium
621,29,Male,Shymkent,mass
622,66,Male,Astana,premium
623,30,Male,Astana,mass
624,40,Male,Almaty,premium
625,42,Female,Astana,premium
626,52,Male,Almaty,mass
627,58,Female,Astana,premium
628,47,Female,Almaty,mass
629,34,Female,Shymkent,mass
630,66,Male,Astana,mass
631,37,Male,Astana,mass
632,65,Male,Almaty,mass
633,42,Male,Almaty,mass
634,39,Female,Astana,mass
635,30,Male,Almaty,mass
636,36,Male,Astana,premium
637,66,Female,Shymkent,mass
638,53,Male,Almaty,mass
639,29,Female,Astana,mass
640,58,Female,Shymkent,mass
641,36,Female,Shymkent,mass
642,29,Female,Astana,mass
643,26,Female,Almaty,mass
644,24,Female,Astana,premium
645,45,Female,Shymkent,mass
646,31,Female,Astana,mass
647,48,Male,Almaty,mass
648,69,Male,Shymkent,mass
649,36,Male,Astana,mass
650,64,Male,Almaty,mass
651,33,Female,Shymkent,mass
652,22,Male,Almaty,mass
653,52,Female,Shymkent,premium
654,29,Male,Astana,premium
655,42,Male,Almaty,mass
656,69,Male,Shymkent,mass
657,38,Female,Almaty,mass
658,53,Male,Almaty,mass
659,40,Female,Astana,mass
660,33,Female,Almaty,mass
661,56,Male,Shymkent,mass
662,62,Male,Shymkent,mass
663,59,Male,Shymkent,mass
664,56,Female,Shymkent,premium
665,31,Male,Astana,premium
666,48,Female,Almaty,mass
667,22,Female,Astana,mass
668,52,Male,Almaty,premium
669,40,Male,Almaty,mass
670,46,Female,Almaty,mass
671,60,Female,Astana,mass
672,28,Female,Almaty,mass
673,35,Male,Astana,mass
674,64,Female,Shymkent,premium
675,29,Male,Shymkent,premium
676,26,Female,Almaty,mass
677,27,Female,Astana,mass
678,61,Male,Shymkent,premium
679,34,Female,Astana,mass
680,55,Male,Astana,premium
681,24,Male,Almaty,mass
682,63,Female,Shymkent,mass
683,30,Male,Almaty,mass
684,57,Male,Almaty,mass
685,59,Female,Shymkent,mass
686,26,Male,Shymkent,mass
687,67,Male,Astana,mass
688,44,Male,Shymkent,mass
689,19,Female,Astana,mass
690,22,Male,Astana,premium
691,46,Female,Astana,premium
692,54,Female,Shymkent,mass
693,55,Male,Almaty,premium
694,36,Male,Astana,mass
695,25,Male,Almaty,mass
696,65,Female,Almaty,premium
697,62,Male,Shymkent,mass
698,18,Male,Almaty,mass
699,39,Male,Almaty,premium
700,69,Male,Shymkent,mass
701,34,Male,Astana,premium
702,24,Female,Almaty,premium
703,42,Female,Shymkent,mass
704,62,Male,Almaty,premium
705,21,Male,Almaty,mass
706,53,Male,Astana,mass
707,23,Male,Almaty,mass
708,48,Female,Shymkent,premium
709,36,Male,Almaty,mass
710,61,Female,Astana,mass
711,56,Female,Astana,mass
712,44,Male,Shymkent,mass
713,27,Female,Astana,mass
714,43,Female,Almaty,mass
715,36,Female,Astana,mass
716,56,Female,Shymkent,mass
717,20,Male,Astana,premium
718,62,Male,Astana,mass
719,30,Female,Astana,mass
720,67,Male,Shymkent,premium
721,45,Male,Astana,mass
722,37,Male,Astana,premium
723,45,Male,Almaty,mass
724,25,Male,Shymkent,premium
725,58,Female,Astana,mass
726,56,Male,Shymkent,mass
727,18,Male,Astana,mass
728,20,Male,Astana,premium
729,30,Male,Astana,mass
730,45,Female,Almaty,mass
731,66,Female,Almaty,mass
732,42,Female,Almaty,mass
733,50,Female,Shymkent,mass
734,55,Male,Shymkent,mass
735,23,Female,Almaty,premium
736,61,Male,Shymkent,mass
737,62,Male,Astana,mass
738,49,Male,Astana,mass
739,62,Male,Astana,mass
740,64,Male,Almaty,mass
741,38,Female,Shymkent,mass
742,33,Female,Almaty,mass
743,38,Female,Shymkent,mass
744,28,Female,Astana,mass
745,54,Male,Almaty,premium
746,53,Female,Shymkent,premium
747,52,Male,Shymkent,mass
748,36,Female,Astana,premium
749,37,Male,Almaty,mass
750,35,Male,Almaty,mass
751,64,Female,Almaty,mass
752,58,Male,Astana,mass
753,66,Male,Almaty,mass
754,31,Female,Astana,mass
755,32,Male,Astana,mass
756,48,Female,Astana,mass
757,18,Female,Shymkent,mass
758,20,Female,Almaty,mass
759,33,Male,Almaty,mass
760,40,Male,Astana,mass
761,28,Male,Astana,premium
762,29,Female,Almaty,premium
763,27,Male,Astana,mass
764,49,Female,Almaty,premium
765,33,Female,Shymkent,mass
766,25,Male,Astana,mass
767,55,Female,Almaty,mass
768,29,Male,Astana,mass
769,41,Male,Almaty,premium
770,45,Male,Almaty,mass
771,25,Male,Astana,mass
772,45,Male,Shymkent,mass
773,53,Female,Almaty,mass
774,43,Female,Almaty,premium
775,25,Female,Almaty,mass
776,67,Male,Shymkent,mass
777,45,Male,Shymkent,mass
778,45,Male,Astana,mass
779,54,Female,Shymkent,mass
780,58,Male,Astana,mass
781,53,Female,Astana,mass
782,44,Female,Shymkent,mass
783,34,Male,Astana,premium
784,26,Male,Shymkent,premium
785,50,Female,Astana,mass
786,37,Male,Shymkent,mass
787,30,Female,Shymkent,mass
788,45,Male,Astana,mass
789,65,Male,Almaty,mass
790,46,Female,Astana,mass
791,30,Male,Shymkent,mass
792,63,Female,Almaty,mass
793,52,Male,Astana,mass
794,23,Female,Astana,mass
795,35,Female,Astana,mass
796,68,Male,Almaty,mass
797,22,Female,Shymkent,mass
798,64,Male,Astana,mass
799,42,Male,Astana,mass
800,19,Male,Astana,mass
801,27,Female,Astana,mass
802,47,Female,Astana,mass
803,67,Male,Shymkent,premium
804,62,Male,Shymkent,mass
805,22,Female,Astana,mass
806,50,Male,Almaty,mass
807,18,Male,Shymkent,mass
808,35,Female,Almaty,mass
809,49,Male,Shymkent,mass
810,64,Female,Astana,mass
811,66,Male,Shymkent,premium
812,28,Female,Astana,mass
813,38,Male,Shymkent,mass
814,43,Male,Astana,premium
815,42,Female,Astana,mass
816,39,Male,Astana,premium
817,44,Female,Astana,mass
818,66,Male,Almaty,premium
819,30,Female,Astana,mass
820,50,Female,Almaty,mass
821,51,Female,Almaty,mass
822,58,Female,Astana,mass
823,52,Male,Almaty,mass
824,18,Male,Shymkent,mass
825,38,Female,Astana,mass
826,65,Female,Almaty,mass
827,23,Female,Astana,mass
828,45,Male,Astana,mass
829,34,Male,Astana,premium
830,22,Male,Almaty,mass
831,48,Male,Shymkent,premium
832,22,Female,Shymkent,mass
833,55,Female,Almaty,mass
834,20,Female,Astana,mass
835,40,Male,Almaty,mass
836,54,Male,Almaty,mass
837,54,Male,Almaty,mass
838,27,Female,Astana,mass
839,27,Female,Almaty,premium
840,36,Male,Astana,mass
841,34,Female,Almaty,mass
842,38,Male,Shymkent,mass
843,31,Male,Almaty,mass
844,26,Female,Almaty,mass
845,63,Male,Shymkent,mass
846,18,Female,Astana,mass
847,68,Male,Astana,mass
848,62,Female,Almaty,mass
849,30,Female,Shymkent,premium
850,21,Female,Astana,premium
851,18,Male,Almaty,mass
852,66,Male,Shymkent,mass
853,57,Female,Astana,mass
854,49,Female,Astana,premium
855,51,Male,Shymkent,mass
856,45,Male,Shymkent,mass
857,48,Male,Shymkent,mass
858,25,Female,Shymkent,mass
859,56,Male,Almaty,mass
860,43,Male,Shymkent,mass
861,51,Female,Astana,mass
862,20,Male,Astana,mass
863,67,Male,Almaty,mass
864,29,Male,Astana,mass
865,18,Female,Astana,mass
866,61,Female,Shymkent,mass
867,22,Female,Astana,premium
868,47,Female,Almaty,mass
869,47,Female,Shymkent,mass
870,34,Female,Shymkent,mass
871,65,Female,Almaty,mass
872,64,Male,Shymkent,mass
873,40,Male,Shymkent,mass
874,32,Female,Almaty,premium
875,54,Male,Shymkent,mass
876,38,Male,Almaty,mass
877,31,Female,Almaty,mass
878,19,Male,Astana,mass
879,28,Male,Astana,mass
880,68,Male,Shymkent,mass
881,56,Male,Shymkent,mass
882,55,Male,Almaty,mass
883,51,Female,Shymkent,mass
884,55,Female,Almaty,mass
885,67,Female,Almaty,mass
886,51,Male,Shymkent,mass
887,35,Female,Almaty,premium
888,47,Male,Astana,mass
889,32,Male,Shymkent,mass
890,44,Male,Astana,mass
891,68,Male,Shymkent,mass
892,51,Female,Almaty,mass
893,69,Female,Shymkent,mass
894,55,Male,Astana,premium
895,50,Female,Almaty,mass
896,41,Male,Shymkent,mass
897,32,Female,Shymkent,mass
898,47,Female,Shymkent,premium
899,59,Male,Astana,mass
900,68,Female,Astana,mass
901,34,Male,Shymkent,mass
902,22,Female,Almaty,mass
903,46,Male,Almaty,mass
904,21,Male,Astana,mass
905,27,Female,Almaty,mass
906,34,Female,Astana,mass
907,27,Male,Shymkent,mass
908,34,Female,Astana,mass
909,37,Female,Astana,mass
910,41,Male,Shymkent,premium
911,22,Male,Almaty,premium
912,51,Female,Astana,mass
913,23,Male,Astana,premium
914,19,Male,Shymkent,mass
915,30,Male,Almaty,mass
916,60,Female,Astana,mass
917,60,Female,Shymkent,mass
918,65,Male,Astana,mass
919,28,Female,Shymkent,mass
920,68,Male,Almaty,mass
921,64,Female,Almaty,mass
922,40,Male,Almaty,mass
923,33,Male,Almaty,mass
924,48,Female,Astana,mass
925,28,Male,Astana,mass
926,33,Female,Almaty,premium
927,25,Female,Almaty,premium
928,21,Male,Almaty,mass
929,57,Male,Astana,premium
930,21,Female,Almaty,mass
931,42,Male,Almaty,premium
932,20,Male,Almaty,mass
933,49,Male,Shymkent,mass
