account_id,customer_id,balance
329,329,439030
330,330,472963
331,331,613079
332,332,159034
333,333,478108
334,334,594821
335,335,187256
336,336,476128
337,337,890023
338,338,665938
339,339,655348
340,340,673984
341,341,825626
342,342,372047
343,343,393605
344,344,361447
345,345,242188
346,346,376047
347,347,853823
348,348,237501
349,349,931298
350,350,320146
351,351,297675
352,352,708175
353,353,529274
354,354,818730
355,355,263625
356,356,842840
357,357,200339
358,358,646238
359,359,934339
360,360,125355
361,361,27798
362,362,615937
363,363,327031
364,364,19477
365,365,410482
366,366,217400
367,367,217060
368,368,389959
369,369,961030
370,370,511181
371,371,507831
372,372,913858
373,373,405105
374,374,286479
375,375,928758
376,376,348754
377,377,273586
378,378,832721
379,379,840179
380,380,823759
381,381,933703
382,382,334971
383,383,630752
384,384,131184
385,385,87051
386,386,150653
387,387,245300
388,388,584010
389,389,92036
390,390,752922
391,391,147595
392,392,853392
393,393,772997
394,394,281696
395,395,516612
396,396,141880
397,397,235419
398,398,990029
399,399,154692
400,400,263031
401,401,293946
402,402,609312
403,403,488765
404,404,770097
405,405,642927
406,406,904680
407,407,606226
408,408,217813
409,409,776388
410,410,384890
411,411,812481
412,412,339933
413,413,608814
414,414,401062
415,415,483779
416,416,497952
417,417,570508
418,418,832595
419,419,396981
420,420,379270
421,421,867918
422,422,962774
423,423,75277
424,424,519570
425,425,483455
426,426,890677
427,427,122332
428,428,234231
429,429,547219
430,430,89116
431,431,251671
432,432,842065
433,433,473918
434,434,576201
435,435,774504
436,436,619064
437,437,25991
438,438,514265
439,439,710205
440,440,628380
441,441,229577
442,442,710672
443,443,403777
444,444,934405
445,445,761401
446,446,95556
447,447,849307
448,448,156989
449,449,324264
450,450,395204
451,451,506961
452,452,896473
453,453,652755
454,454,520616
455,455,407472
456,456,380634
457,457,743088
458,458,650443
459,459,290374
460,460,498682
461,461,59778
462,462,45833
463,463,809057
464,464,556376
465,465,735010
466,466,958671
467,467,366081
468,468,464507
469,469,196375
470,470,76361
471,471,350373
472,472,135189
473,473,614553
474,474,522154
475,475,622006
476,476,322854
477,477,619164
478,478,984558
479,479,30949
480,480,940051
481,481,737242
482,482,854568
483,483,111541
484,484,719979
485,485,61842
486,486,488019
487,487,232930
488,488,289134
489,489,671553
490,490,292253
491,491,130356
492,492,936737
493,493,768917
494,494,737090
495,495,914565
496,496,689870
497,497,787738
498,498,3849
499,499,12360
500,500,373216
501,501,777567
502,502,619055
503,503,261445
504,504,701160
505,505,521658
506,506,430179
507,507,54330
508,508,51707
509,509,280833
510,510,553372
511,511,40387
512,512,861248
513,513,526930
514,514,828569
515,515,473048
516,516,186633
517,517,848692
518,518,670798
519,519,834874
520,520,889493
521,521,396210
522,522,778799
523,523,387988
524,524,361719
525,525,788245
526,526,879459
527,527,909921
528,528,84381
529,529,774168
530,530,841708
531,531,827675
532,532,193984
533,533,60272
534,534,495916
535,535,697411
536,536,996358
537,537,738096
538,538,253091
539,539,852050
540,540,264064
541,541,106121
542,542,470435
543,543,601160
544,544,867564
545,545,264237
546,546,275049
547,547,646047
548,548,417567
549,549,293125
550,550,860335
551,551,857253
552,552,371344
553,553,82289
554,554,640794
555,555,602801
556,556,413090
557,557,706291
558,558,400890
559,559,312660
560,560,259480
561,561,786331
562,562,716046
563,563,488067
564,564,331356
565,565,133498
566,566,254024
567,567,655258
568,568,90009
569,569,723858
570,570,423159
571,571,721755
572,572,44816
573,573,4138
574,574,91176
575,575,338089
576,576,790449
577,577,796883
578,578,718316
579,579,356007
580,580,796710
581,581,221552
582,582,43764
583,583,123030
584,584,918638
585,585,849375
586,586,619955
587,587,316462
588,588,889855
589,589,366142
590,590,60128
591,591,219128
592,592,808301
593,593,233540
594,594,5039
595,595,152353
596,596,112935
597,597,534730
598,598,860220
599,599,906161
600,600,289730
601,601,53053
602,602,181561
603,603,738464
604,604,86346
605,605,329231
606,606,405841
607,607,558685
608,608,320815
609,609,116214
610,610,485001
611,611,853329
612,612,681509
613,613,977534
614,614,987410
615,615,398499
616,616,400826
617,617,436542
618,618,277068
619,619,637431
620,620,372397
621,621,993666
622,622,362441
623,623,787301
624,624,883520
625,625,787446
626,626,534391
627,627,475738
628,628,896749
629,629,426674
630,630,82409
631,631,23248
632,632,482376
633,633,698876
634,634,946565
635,635,679530
636,636,8024
637,637,475430
638,638,234864
639,639,872379
640,640,174875
641,641,936800
642,642,353973
643,643,879140
644,644,873096
645,645,411473
646,646,143927
647,647,85178
648,648,887553
649,649,516540
650,650,806457
651,651,397674
652,652,63610
653,653,595131
654,654,631525
655,655,477177
656,656,705191
657,657,698787
658,658,487025
659,659,654587
660,660,431722
661,661,5668
662,662,222542
663,663,178267
664,664,859665
665,665,155489
666,666,344126
667,667,630421
668,668,797183
669,669,308362
670,670,913081
671,671,793784
672,672,734412
673,673,88835
674,674,621781
675,675,815359
676,676,696454
677,677,101948
678,678,185194
679,679,553781
680,680,466755
681,681,293851
682,682,724174
683,683,138368
684,684,156470
685,685,297986
686,686,13261
687,687,76709
688,688,620273
689,689,368760
690,690,974208
691,691,853605
692,692,293925
693,693,275796
694,694,267247
695,695,287644
696,696,770692
697,697,624624
698,698,428745
699,699,637787
700,700,673812
701,701,835825
702,702,424390
703,703,457666
704,704,690796
705,705,309550
706,706,325203
707,707,671314
708,708,344866
709,709,775107
710,710,536644
711,711,652416
712,712,2187
713,713,863675
714,714,821530
715,715,485687
716,716,676585
717,717,658966
718,718,844052
719,719,426044
720,720,126270
721,721,943993
722,722,800819
723,723,331607
724,724,989336
725,725,767286
726,726,920095
727,727,765791
728,728,966020
729,729,353827
730,730,586349
731,731,759785
732,732,984240
733,733,81257
734,734,61753
735,735,871206
736,736,404303
737,737,424032
738,738,23408
739,739,124116
740,740,655496
741,741,17413
742,742,637938
743,743,59500
744,744,870946
745,745,56358
746,746,66197
747,747,493992
748,748,748149
749,749,223492
750,750,785833
751,751,426070
752,752,76240
753,753,235595
754,754,522710
755,755,745423
756,756,278466
757,757,899485
758,758,6968
759,759,289662
760,760,838357
761,761,190920
762,762,898332
763,763,879854
764,764,263844
765,765,880214
766,766,232076
767,767,23199
768,768,437805
769,769,163187
770,770,455150
771,771,509551
772,772,513942
773,773,709676
774,774,5520
775,775,634102
776,776,167527
777,777,770644
778,778,647652
779,779,959109
780,780,539243
781,781,175121
782,782,669277
783,783,987797
784,784,471797
785,785,250144
786,786,64925
787,787,369360
788,788,594557
789,789,948458
790,790,990121
791,791,303602
792,792,351181
793,793,676473
794,794,99977
795,795,505838
796,796,519163
797,797,483442
798,798,830371
799,799,29345
800,800,779976
801,801,963817
802,802,372251
803,803,908298
804,804,786086
805,805,493814
806,806,331310
807,807,703221
808,808,97406
809,809,311442
810,810,964725
811,811,307086
812,812,527741
813,813,627099
814,814,579223
815,815,384583
816,816,698730
817,817,794760
818,818,15534
819,819,871712
820,820,560608
821,821,573458
822,822,100546
823,823,604489
824,824,758761
825,825,270784
826,826,231324
827,827,484273
828,828,685409
829,829,398834
830,830,233612
831,831,711413
832,832,919424
833,833,306081
834,834,725084
835,835,143279
836,836,196846
837,837,688332
838,838,404015
839,839,726448
840,840,422132
841,841,70463
842,842,93500
843,843,207772
844,844,561446
845,845,84607
846,846,906071
847,847,769305
848,848,333840
849,849,847942
850,850,120076
851,851,58692
852,852,655129
853,853,717104
854,854,802242
855,855,922630
856,856,161081
857,857,111718
858,858,353076
859,859,524480
860,860,247536
861,861,36413
862,862,143888
863,863,563370
864,864,851480
865,865,647418
866,866,575228
867,867,687490
868,868,564430
869,869,522780
870,870,36468
871,871,948202
872,872,666015
873,873,178969
874,874,423291
875,875,926863
876,876,915480
877,877,495413
878,878,236187
879,879,42056
880,880,51831
881,881,845623
882,882,773952
883,883,908380
884,884,426488
885,885,632405
886,886,276815
887,887,289192
888,888,993778
889,889,812395
890,890,568242
891,891,465525
892,892,233192
893,893,357574
894,894,525005
895,895,273820
896,896,397650
897,897,180882
898,898,118696
899,899,917262
900,900,4994
901,901,790666
902,902,69300
903,903,306093
904,904,561693
905,905,297016
906,906,304359
907,907,547473
908,908,698802
909,909,516479
910,910,444975
911,911,827585
912,912,339679
913,913,657941
914,914,51717
915,915,2763
916,916,355054
917,917,55480
918,918,694119
919,919,207139
920,920,118094
921,921,680667
922,922,751731
923,923,535352
924,924,76848
925,925,561836
926,926,168017
927,927,965441
928,928,792908
929,929,444972
930,930,876533
931,931,526670
932,932,442899
933,933,481215
934,934,700636
935,935,950906
936,936,485097
937,937,503516
938,938,420162
939,939,603986
940,940,770050
941,941,767669
942,942,991437
943,943,939839
944,944,45095
945,945,473146
946,946,392118
947,947,813629
948,948,914051
949,949,546298
950,950,417339
951,951,350067
952,952,658250
953,953,392670
954,954,109162
955,955,383071
956,956,270170
957,957,327069
958,958,593130
959,959,295809
960,960,271421
961,961,173311
962,962,440880
963,963,834440
964,964,801115
965,965,656030
966,966,220283
967,967,673249
968,968,448828
969,969,699895
970,970,340686
971,971,316463
972,972,245144
973,973,878499
974,974,676999
975,975,195784
976,976,934137
977,977,776505
978,978,952164
979,979,331119
980,980,163244
981,981,452413
982,982,101158
983,983,976351
984,984,798009
985,985,863731
986,986,806608
987,987,961890
988,988,63972
989,989,906450
990,990,483007
991,991,434219
992,992,282140
993,993,625210
994,994,873030
995,995,560219
996,996,648456
997,997,166782
998,998,123099
999,999,558981
1000,1000,953244
