"customer_id","age","gender","city","segment","account_id","balance","transaction_id","transaction_date","amount","type","category"
923,33,"Male","Almaty","mass",923,"535352",71,"2024-06-24","25675","debit","food"
868,47,"Female","Almaty","mass",868,"564430",72,"2024-01-13","14827","credit","salary"
903,46,"Male","Almaty","mass",903,"306093",73,"2024-06-06","10588","debit","transfer"
790,46,"Female","Astana","mass",790,"990121",74,"2024-08-11","20169","debit","salary"
586,25,"Male","Shymkent","mass",586,"619955",75,"2024-08-12","24500","debit","salary"
999,35,"Male","Shymkent","mass",999,"558981",76,"2024-07-12","24246","debit","shopping"
437,33,"Female","Shymkent","premium",437,"25991",77,"2024-05-04","6946","debit","salary"
975,52,"Male","Almaty","premium",975,"195784",78,"2024-01-07","40452","credit","food"
207,68,"Female","Astana","mass",207,"45475",79,"2024-11-07","23794","debit","atm"
388,48,"Female","Almaty","mass",388,"584010",80,"2024-10-12","21840","credit","food"
480,47,"Female","Almaty","mass",480,"940051",81,"2024-08-25","49538","debit","shopping"
791,30,"Male","Shymkent","mass",791,"303602",82,"2024-02-24","31096","debit","food"
887,35,"Female","Almaty","premium",887,"289192",83,"2024-08-05","32225","credit","transfer"
838,27,"Female","Astana","mass",838,"404015",84,"2024-08-04","41509","debit","atm"
984,31,"Female","Shymkent","premium",984,"798009",85,"2024-06-18","44300","debit","atm"
340,65,"Female","Shymkent","mass",340,"673984",86,"2024-01-06","23070","credit","shopping"
869,47,"Female","Shymkent","mass",869,"522780",87,"2024-09-20","10995","debit","atm"
340,65,"Female","Shymkent","mass",340,"673984",88,"2024-11-24","38171","debit","salary"
204,26,"Female","Almaty","mass",204,"740389",89,"2024-05-07","22358","debit","shopping"
161,69,"Female","Shymkent","mass",161,"62433",90,"2024-03-15","23454","credit","transfer"
540,48,"Male","Astana","mass",540,"264064",91,"2024-08-03","30741","debit","atm"
392,38,"Male","Shymkent","mass",392,"853392",92,"2024-11-21","8544","debit","atm"
769,41,"Male","Almaty","premium",769,"163187",93,"2024-02-09","9711","credit","shopping"
677,27,"Female","Astana","mass",677,"101948",94,"2024-07-02","10628","debit","atm"
575,30,"Female","Shymkent","premium",575,"338089",95,"2024-03-20","1099","debit","atm"
534,40,"Male","Astana","mass",534,"495916",96,"2024-09-29","3860","credit","transfer"
70,19,"Female","Shymkent","mass",70,"805581",97,"2024-12-09","36984","debit","transfer"
893,69,"Female","Shymkent","mass",893,"357574",98,"2024-10-22","37279","debit","shopping"
405,67,"Male","Astana","mass",405,"642927",99,"2024-04-13","22041","debit","atm"
608,52,"Male","Almaty","premium",608,"320815",100,"2024-11-09","26122","credit","food"
675,29,"Male","Shymkent","premium",675,"815359",101,"2024-12-12","43230","debit","shopping"
591,51,"Male","Astana","mass",591,"219128",102,"2024-11-05","43981","credit","transfer"
517,64,"Male","Astana","premium",517,"848692",103,"2024-01-09","36551","debit","food"
828,45,"Male","Astana","mass",828,"685409",104,"2024-11-02","26621","debit","atm"
120,56,"Female","Astana","mass",120,"829430",105,"2024-05-17","47850","debit","shopping"
814,43,"Male","Astana","premium",814,"579223",106,"2024-02-18","29739","debit","shopping"
690,22,"Male","Astana","premium",690,"974208",107,"2024-06-06","34721","debit","transfer"
688,44,"Male","Shymkent","mass",688,"620273",108,"2024-09-21","31549","credit","salary"
902,22,"Female","Almaty","mass",902,"69300",109,"2024-06-22","13179","debit","salary"
217,66,"Male","Almaty","mass",217,"668516",110,"2024-10-08","6995","debit","salary"
56,37,"Male","Almaty","mass",56,"92764",111,"2024-07-10","28079","credit","shopping"
366,64,"Male","Shymkent","premium",366,"217400",112,"2024-06-10","45803","debit","transfer"
699,39,"Male","Almaty","premium",699,"637787",113,"2024-08-14","12652","credit","transfer"
504,39,"Female","Astana","premium",504,"701160",114,"2024-05-07","27494","debit","salary"
744,28,"Female","Astana","mass",744,"870946",115,"2024-01-27","48921","debit","food"
767,55,"Female","Almaty","mass",767,"23199",116,"2024-03-24","32376","credit","salary"
925,28,"Male","Astana","mass",925,"561836",117,"2024-08-03","33730","credit","shopping"
455,59,"Female","Shymkent","premium",455,"407472",118,"2024-06-17","4627","debit","food"
104,24,"Male","Shymkent","premium",104,"980547",119,"2024-03-23","12347","debit","transfer"
77,61,"Female","Almaty","mass",77,"475828",120,"2024-01-18","17703","debit","atm"
230,19,"Female","Astana","mass",230,"420343",121,"2024-11-01","36663","debit","food"
914,19,"Male","Shymkent","mass",914,"51717",122,"2024-10-25","45664","credit","transfer"
258,26,"Female","Astana","mass",258,"251514",123,"2024-02-10","45602","debit","food"
264,53,"Female","Shymkent","mass",264,"435928",124,"2024-12-25","627","credit","salary"
331,52,"Female","Shymkent","mass",331,"613079",125,"2024-01-18","3022","debit","food"
993,64,"Female","Shymkent","mass",993,"625210",126,"2024-07-07","5949","debit","food"
182,23,"Male","Almaty","mass",182,"425468",127,"2024-07-18","30400","credit","food"
893,69,"Female","Shymkent","mass",893,"357574",128,"2024-12-21","27880","debit","shopping"
768,29,"Male","Astana","mass",768,"437805",129,"2024-02-22","45824","credit","shopping"
550,33,"Male","Almaty","mass",550,"860335",130,"2024-03-20","28240","debit","salary"
688,44,"Male","Shymkent","mass",688,"620273",131,"2024-11-04","17330","debit","atm"
27,29,"Male","Shymkent","premium",27,"370858",132,"2024-09-25","26793","debit","shopping"
276,56,"Male","Astana","premium",276,"198522",133,"2024-10-08","7059","credit","atm"
652,22,"Male","Almaty","mass",652,"63610",134,"2024-04-21","35954","debit","shopping"
299,22,"Female","Almaty","premium",299,"953680",135,"2024-03-30","42830","debit","transfer"
957,31,"Male","Almaty","mass",957,"327069",136,"2024-09-03","19767","debit","transfer"
799,42,"Male","Astana","mass",799,"29345",137,"2024-02-25","26501","debit","food"
91,62,"Male","Shymkent","mass",91,"642762",138,"2024-12-06","48287","debit","atm"
480,47,"Female","Almaty","mass",480,"940051",139,"2024-07-07","3423","debit","food"
573,61,"Female","Almaty","premium",573,"4138",140,"2024-05-28","545","debit","food"
458,60,"Female","Astana","mass",458,"650443",141,"2024-09-20","17509","debit","shopping"
451,39,"Male","Shymkent","mass",451,"506961",142,"2024-08-12","10063","credit","shopping"
365,45,"Male","Astana","mass",365,"410482",143,"2024-07-10","15537","credit","food"
859,56,"Male","Almaty","mass",859,"524480",144,"2024-11-23","16955","debit","shopping"
675,29,"Male","Shymkent","premium",675,"815359",145,"2024-03-10","16511","debit","transfer"
351,39,"Female","Astana","mass",351,"297675",146,"2024-01-06","10947","debit","transfer"
655,42,"Male","Almaty","mass",655,"477177",147,"2024-01-22","3336","debit","atm"
400,48,"Male","Shymkent","premium",400,"263031",148,"2024-06-22","13587","credit","transfer"
253,39,"Male","Shymkent","mass",253,"813560",149,"2024-04-04","11948","debit","food"
781,53,"Female","Astana","mass",781,"175121",150,"2024-07-07","13255","debit","salary"
881,56,"Male","Shymkent","mass",881,"845623",151,"2024-11-13","11355","credit","shopping"
803,67,"Male","Shymkent","premium",803,"908298",152,"2024-03-09","2079","debit","food"
459,54,"Female","Almaty","mass",459,"290374",153,"2024-03-26","21405","debit","shopping"
699,39,"Male","Almaty","premium",699,"637787",154,"2024-02-26","9107","debit","atm"
917,60,"Female","Shymkent","mass",917,"55480",155,"2024-04-21","35194","debit","food"
499,62,"Male","Shymkent","mass",499,"12360",156,"2024-06-01","35198","debit","food"
950,22,"Male","Almaty","premium",950,"417339",157,"2024-11-24","24130","debit","food"
971,53,"Male","Almaty","mass",971,"316463",158,"2024-06-01","33870","debit","atm"
926,33,"Female","Almaty","premium",926,"168017",159,"2024-04-02","9834","credit","food"
508,43,"Female","Astana","mass",508,"51707",160,"2024-06-09","6548","debit","shopping"
304,52,"Male","Shymkent","mass",304,"92268",161,"2024-12-28","39705","debit","salary"
501,33,"Male","Almaty","mass",501,"777567",162,"2024-01-08","12496","debit","food"
803,67,"Male","Shymkent","premium",803,"908298",163,"2024-12-25","27981","debit","atm"
598,28,"Female","Astana","mass",598,"860220",164,"2024-04-29","31277","debit","atm"
166,40,"Male","Shymkent","mass",166,"347139",165,"2024-05-20","40222","debit","food"
415,34,"Female","Astana","mass",415,"483779",166,"2024-11-12","47119","debit","atm"
462,61,"Female","Astana","mass",462,"45833",167,"2024-08-27","35397","debit","transfer"
920,68,"Male","Almaty","mass",920,"118094",168,"2024-04-26","46077","debit","atm"
114,25,"Female","Shymkent","mass",114,"257906",169,"2024-04-23","36780","credit","salary"
433,37,"Male","Almaty","mass",433,"473918",170,"2024-12-26","18016","debit","transfer"
992,20,"Female","Astana","mass",992,"282140",171,"2024-01-27","31339","credit","shopping"
356,62,"Male","Shymkent","premium",356,"842840",172,"2024-11-05","44184","debit","transfer"
928,21,"Male","Almaty","mass",928,"792908",173,"2024-10-15","34289","debit","salary"
695,25,"Male","Almaty","mass",695,"287644",174,"2024-08-10","13610","debit","transfer"
207,68,"Female","Astana","mass",207,"45475",175,"2024-06-04","25066","credit","food"
768,29,"Male","Astana","mass",768,"437805",176,"2024-07-31","22252","credit","atm"
235,50,"Female","Astana","mass",235,"539376",177,"2024-06-28","19302","credit","food"
442,32,"Male","Shymkent","mass",442,"710672",178,"2024-10-11","26545","credit","food"
355,55,"Male","Astana","mass",355,"263625",179,"2024-04-02","11252","debit","food"
515,45,"Female","Almaty","mass",515,"473048",180,"2024-07-07","5717","credit","transfer"
208,59,"Female","Shymkent","mass",208,"846574",181,"2024-08-31","1295","credit","shopping"
709,36,"Male","Almaty","mass",709,"775107",182,"2024-11-24","39097","debit","atm"
853,57,"Female","Astana","mass",853,"717104",183,"2024-11-12","25533","credit","transfer"
125,25,"Male","Shymkent","mass",125,"61844",184,"2024-05-29","5405","debit","food"
138,52,"Female","Shymkent","mass",138,"173423",185,"2024-07-18","8177","credit","salary"
339,38,"Male","Astana","mass",339,"655348",186,"2024-11-08","48748","credit","salary"
537,53,"Female","Shymkent","premium",537,"738096",187,"2024-02-14","31485","credit","food"
68,57,"Female","Astana","mass",68,"937562",188,"2024-03-21","42213","credit","shopping"
573,61,"Female","Almaty","premium",573,"4138",189,"2024-08-02","38068","debit","atm"
541,27,"Male","Astana","mass",541,"106121",190,"2024-08-18","42742","debit","transfer"
383,54,"Female","Astana","mass",383,"630752",191,"2024-01-30","33162","debit","shopping"
19,19,"Male","Almaty","mass",19,"870820",192,"2024-05-21","6197","debit","salary"
683,30,"Male","Almaty","mass",683,"138368",193,"2024-08-04","39280","debit","food"
450,42,"Male","Almaty","mass",450,"395204",194,"2024-12-01","41704","debit","transfer"
74,46,"Male","Astana","premium",74,"106611",195,"2024-05-25","44693","debit","shopping"
573,61,"Female","Almaty","premium",573,"4138",196,"2024-06-08","6778","credit","shopping"
939,68,"Male","Almaty","mass",939,"603986",197,"2024-06-14","32221","credit","shopping"
665,31,"Male","Astana","premium",665,"155489",198,"2024-04-25","48603","debit","transfer"
276,56,"Male","Astana","premium",276,"198522",199,"2024-02-22","21504","debit","atm"
48,35,"Male","Almaty","mass",48,"285960",200,"2024-05-22","5843","debit","transfer"
211,32,"Female","Almaty","mass",211,"153484",201,"2024-10-31","16594","debit","food"
855,51,"Male","Shymkent","mass",855,"922630",202,"2024-02-02","41643","debit","transfer"
920,68,"Male","Almaty","mass",920,"118094",203,"2024-09-25","44285","credit","shopping"
651,33,"Female","Shymkent","mass",651,"397674",204,"2024-07-17","9778","debit","atm"
622,66,"Male","Astana","premium",622,"362441",205,"2024-07-10","37732","credit","atm"
994,40,"Male","Astana","premium",994,"873030",206,"2024-05-26","46335","debit","food"
695,25,"Male","Almaty","mass",695,"287644",207,"2024-03-25","1748","debit","food"
540,48,"Male","Astana","mass",540,"264064",208,"2024-02-25","15777","credit","salary"
709,36,"Male","Almaty","mass",709,"775107",209,"2024-10-19","48786","debit","salary"
191,42,"Male","Astana","mass",191,"219526",210,"2024-02-27","22865","debit","salary"
315,66,"Male","Shymkent","premium",315,"335299",211,"2024-01-09","2481","credit","transfer"
901,34,"Male","Shymkent","mass",901,"790666",212,"2024-05-11","16589","debit","atm"
563,68,"Female","Shymkent","mass",563,"488067",213,"2024-03-11","11845","debit","food"
661,56,"Male","Shymkent","mass",661,"5668",214,"2024-07-09","5918","debit","salary"
780,58,"Male","Astana","mass",780,"539243",215,"2024-04-13","42754","credit","food"
562,50,"Male","Astana","mass",562,"716046",216,"2024-09-03","33249","debit","salary"
900,68,"Female","Astana","mass",900,"4994",217,"2024-11-14","27412","credit","transfer"
758,20,"Female","Almaty","mass",758,"6968",218,"2024-03-01","37224","debit","transfer"
113,34,"Male","Almaty","mass",113,"993561",219,"2024-09-20","38786","debit","shopping"
170,60,"Female","Astana","mass",170,"682416",220,"2024-03-30","1416","debit","food"
468,62,"Male","Almaty","mass",468,"464507",221,"2024-10-09","5554","debit","shopping"
678,61,"Male","Shymkent","premium",678,"185194",222,"2024-02-14","13207","debit","transfer"
921,64,"Female","Almaty","mass",921,"680667",223,"2024-09-26","4174","debit","transfer"
14,53,"Female","Astana","mass",14,"612181",224,"2024-12-27","21288","debit","food"
715,36,"Female","Astana","mass",715,"485687",225,"2024-03-12","47679","debit","shopping"
288,52,"Male","Astana","mass",288,"799482",226,"2024-02-21","32068","credit","shopping"
907,27,"Male","Shymkent","mass",907,"547473",227,"2024-06-29","40489","debit","shopping"
189,28,"Male","Astana","premium",189,"763529",228,"2024-11-02","49914","credit","food"
914,19,"Male","Shymkent","mass",914,"51717",229,"2024-05-09","23202","credit","food"
155,59,"Male","Almaty","premium",155,"376087",230,"2024-02-17","48994","debit","food"
567,20,"Female","Shymkent","mass",567,"655258",231,"2024-07-05","41522","debit","atm"
694,36,"Male","Astana","mass",694,"267247",232,"2024-11-18","32057","debit","transfer"
722,37,"Male","Astana","premium",722,"800819",233,"2024-03-20","12972","credit","atm"
888,47,"Male","Astana","mass",888,"993778",234,"2024-05-16","47819","debit","atm"
471,47,"Female","Almaty","mass",471,"350373",235,"2024-04-12","8449","credit","transfer"
75,35,"Male","Astana","mass",75,"398172",236,"2024-01-02","19793","debit","salary"
277,35,"Male","Shymkent","mass",277,"220357",237,"2024-03-15","32727","credit","salary"
940,36,"Male","Astana","mass",940,"770050",238,"2024-08-08","43777","debit","salary"
645,45,"Female","Shymkent","mass",645,"411473",239,"2024-09-26","10860","credit","food"
343,24,"Female","Astana","mass",343,"393605",240,"2024-09-08","11684","debit","food"
425,52,"Male","Almaty","premium",425,"483455",241,"2024-11-10","2206","debit","shopping"
571,27,"Female","Almaty","mass",571,"721755",242,"2024-10-29","13769","debit","shopping"
511,54,"Female","Shymkent","mass",511,"40387",243,"2024-06-12","25323","debit","atm"
857,48,"Male","Shymkent","mass",857,"111718",244,"2024-02-02","35806","debit","shopping"
182,23,"Male","Almaty","mass",182,"425468",245,"2024-12-24","2583","debit","food"
458,60,"Female","Astana","mass",458,"650443",246,"2024-07-09","27582","debit","atm"
918,65,"Male","Astana","mass",918,"694119",247,"2024-08-22","34243","debit","shopping"
851,18,"Male","Almaty","mass",851,"58692",248,"2024-01-18","24340","debit","shopping"
833,55,"Female","Almaty","mass",833,"306081",249,"2024-08-04","10115","debit","salary"
64,31,"Female","Astana","mass",64,"917154",250,"2024-12-22","16728","credit","food"
839,27,"Female","Almaty","premium",839,"726448",251,"2024-01-05","25543","debit","atm"
260,33,"Female","Astana","mass",260,"142180",252,"2024-10-14","30919","debit","transfer"
193,50,"Male","Shymkent","mass",193,"347220",253,"2024-06-25","15160","debit","shopping"
655,42,"Male","Almaty","mass",655,"477177",254,"2024-03-13","27537","credit","food"
616,49,"Female","Almaty","mass",616,"400826",255,"2024-09-26","49731","debit","atm"
972,18,"Female","Shymkent","mass",972,"245144",256,"2024-11-15","10754","credit","food"
406,49,"Male","Astana","premium",406,"904680",257,"2024-02-01","14353","debit","food"
726,56,"Male","Shymkent","mass",726,"920095",258,"2024-05-16","11665","credit","atm"
754,31,"Female","Astana","mass",754,"522710",259,"2024-04-18","27697","debit","salary"
943,35,"Female","Astana","mass",943,"939839",260,"2024-10-30","27868","credit","salary"
721,45,"Male","Astana","mass",721,"943993",261,"2024-11-03","187","debit","shopping"
93,64,"Female","Almaty","mass",93,"479336",262,"2024-04-18","9532","debit","salary"
430,24,"Female","Astana","mass",430,"89116",263,"2024-05-16","8864","debit","shopping"
654,29,"Male","Astana","premium",654,"631525",264,"2024-04-17","278","credit","shopping"
434,18,"Female","Almaty","mass",434,"576201",265,"2024-02-01","26401","credit","atm"
404,41,"Male","Astana","premium",404,"770097",266,"2024-12-29","49414","credit","food"
434,18,"Female","Almaty","mass",434,"576201",267,"2024-05-17","35508","debit","transfer"
112,68,"Female","Almaty","mass",112,"715339",268,"2024-04-02","42065","debit","transfer"
929,57,"Male","Astana","premium",929,"444972",269,"2024-08-01","32013","debit","salary"
375,61,"Male","Shymkent","mass",375,"928758",270,"2024-03-09","18832","debit","atm"
59,24,"Female","Astana","mass",59,"814914",271,"2024-09-23","2521","credit","transfer"
43,68,"Female","Shymkent","mass",43,"479083",272,"2024-07-04","43815","debit","food"
207,68,"Female","Astana","mass",207,"45475",273,"2024-10-10","20626","debit","shopping"
780,58,"Male","Astana","mass",780,"539243",274,"2024-12-09","28417","debit","shopping"
296,18,"Female","Shymkent","mass",296,"42291",275,"2024-06-10","1317","credit","atm"
118,22,"Male","Almaty","mass",118,"735430",276,"2024-04-15","35342","debit","salary"
532,47,"Female","Almaty","mass",532,"193984",277,"2024-10-22","1029","credit","food"
222,19,"Female","Almaty","mass",222,"934093",278,"2024-07-10","40826","debit","salary"
166,40,"Male","Shymkent","mass",166,"347139",279,"2024-05-17","34370","credit","salary"
643,26,"Female","Almaty","mass",643,"879140",280,"2024-10-08","33288","debit","atm"
156,30,"Male","Almaty","mass",156,"371994",281,"2024-02-12","13680","debit","shopping"
184,45,"Male","Shymkent","mass",184,"221883",282,"2024-08-20","48708","credit","salary"
90,33,"Female","Almaty","mass",90,"930106",283,"2024-11-22","38698","debit","salary"
94,41,"Female","Shymkent","mass",94,"767876",284,"2024-04-21","30531","debit","food"
13,41,"Male","Almaty","mass",13,"649969",285,"2024-11-30","20842","debit","shopping"
973,25,"Female","Almaty","mass",973,"878499",286,"2024-03-02","17933","debit","salary"
834,20,"Female","Astana","mass",834,"725084",287,"2024-08-24","30985","credit","transfer"
805,22,"Female","Astana","mass",805,"493814",288,"2024-07-13","5911","debit","transfer"
945,59,"Female","Almaty","mass",945,"473146",289,"2024-10-27","8719","credit","shopping"
742,33,"Female","Almaty","mass",742,"637938",290,"2024-07-07","24355","debit","shopping"
834,20,"Female","Astana","mass",834,"725084",291,"2024-08-05","25072","debit","atm"
804,62,"Male","Shymkent","mass",804,"786086",292,"2024-07-17","13627","debit","salary"
438,31,"Female","Shymkent","mass",438,"514265",293,"2024-07-20","49091","credit","transfer"
538,51,"Female","Astana","mass",538,"253091",294,"2024-12-15","32974","credit","transfer"
587,46,"Male","Almaty","premium",587,"316462",295,"2024-02-16","4149","debit","shopping"
968,65,"Male","Astana","mass",968,"448828",296,"2024-09-11","41157","debit","shopping"
876,38,"Male","Almaty","mass",876,"915480",297,"2024-11-18","2003","credit","food"
936,46,"Female","Shymkent","mass",936,"485097",298,"2024-08-17","44361","credit","food"
811,66,"Male","Shymkent","premium",811,"307086",299,"2024-10-11","5476","credit","shopping"
150,44,"Male","Shymkent","mass",150,"438242",300,"2024-07-09","142","debit","food"
660,33,"Female","Almaty","mass",660,"431722",301,"2024-01-25","22869","debit","shopping"
8,56,"Female","Shymkent","premium",8,"414758",302,"2024-04-19","1677","debit","shopping"
29,61,"Male","Shymkent","mass",29,"653015",303,"2024-09-16","12482","debit","atm"
296,18,"Female","Shymkent","mass",296,"42291",304,"2024-03-09","22549","credit","food"
986,19,"Female","Almaty","mass",986,"806608",305,"2024-03-03","38753","debit","salary"
926,33,"Female","Almaty","premium",926,"168017",306,"2024-09-18","28959","credit","salary"
721,45,"Male","Astana","mass",721,"943993",307,"2024-12-04","8676","debit","atm"
640,58,"Female","Shymkent","mass",640,"174875",308,"2024-01-18","45974","debit","salary"
340,65,"Female","Shymkent","mass",340,"673984",309,"2024-12-23","11763","debit","salary"
628,47,"Female","Almaty","mass",628,"896749",310,"2024-02-05","36445","debit","atm"
439,29,"Male","Astana","mass",439,"710205",311,"2024-11-27","49010","debit","transfer"
144,20,"Female","Astana","mass",144,"241133",312,"2024-03-28","5344","debit","atm"
942,22,"Male","Astana","mass",942,"991437",313,"2024-07-03","35002","credit","atm"
830,22,"Male","Almaty","mass",830,"233612",314,"2024-06-06","3992","debit","food"
747,52,"Male","Shymkent","mass",747,"493992",315,"2024-09-04","27212","credit","salary"
519,47,"Male","Almaty","premium",519,"834874",316,"2024-10-21","4421","credit","salary"
976,69,"Male","Shymkent","mass",976,"934137",317,"2024-10-16","5876","credit","transfer"
45,38,"Female","Astana","premium",45,"853164",318,"2024-02-27","43452","credit","atm"
955,51,"Male","Almaty","mass",955,"383071",319,"2024-07-30","16219","debit","shopping"
239,61,"Male","Almaty","mass",239,"272158",320,"2024-12-21","30669","debit","transfer"
952,29,"Male","Almaty","mass",952,"658250",321,"2024-08-02","38696","credit","transfer"
944,45,"Female","Shymkent","mass",944,"45095",322,"2024-10-16","33163","debit","salary"
155,59,"Male","Almaty","premium",155,"376087",323,"2024-12-23","33281","debit","salary"
181,62,"Female","Almaty","mass",181,"49976",324,"2024-05-15","22440","credit","salary"
215,58,"Male","Astana","premium",215,"192029",325,"2024-10-25","10287","debit","salary"
88,57,"Male","Astana","mass",88,"753494",326,"2024-11-14","47184","credit","transfer"
256,33,"Male","Shymkent","mass",256,"341102",327,"2024-09-11","6768","debit","atm"
511,54,"Female","Shymkent","mass",511,"40387",328,"2024-07-08","15444","credit","salary"
73,21,"Male","Almaty","mass",73,"45740",329,"2024-12-15","8295","credit","food"
931,42,"Male","Almaty","premium",931,"526670",330,"2024-04-20","16661","debit","transfer"
